file_short_name,twitter_handle
tufts_twitter-search.json,twitter.com/fletcherschool
tufts_twitter-search.json,twitter.com/tuftsstdntlife
tufts_twitter-search.json,twitter.com/tuftspolice
tufts_twitter-search.json,twitter.com/tuftsbaseball
tufts_twitter-search.json,twitter.com/tuftsmedschool
tufts_twitter-search.json,twitter.com/tuftsathletics
tulane_twitter-search.json,twitter.com/tulane
tulane_twitter-search.json,twitter.com/greenwavefb
tulane_twitter-search.json,twitter.com/tulanemedicine
tulane_twitter-search.json,twitter.com/tulaneemergency
tulane_twitter-search.json,twitter.com/tulaneadmission
tulane_twitter-search.json,twitter.com/tulanenews
tulane_twitter-search.json,twitter.com/tulaneathletics
tulane_twitter-search.json,twitter.com/greenwavewbb
ucdavis_twitter-search.json,twitter.com/ucdavis
ucdavis_twitter-search.json,twitter.com/ucdavishealth
ucdavis_twitter-search.json,twitter.com/ucdavisnews
ucdavis_twitter-search.json,twitter.com/ucdavisvetmed
ucdavis_twitter-search.json,twitter.com/ucdavisem
ucdavis_twitter-search.json,twitter.com/ucdavisaggies
ucdavis_twitter-search.json,twitter.com/ucdaviswbb
ucdavis_twitter-search.json,twitter.com/ucdavisdateline
ucdavis_twitter-search.json,twitter.com/ucdavismedcntr
uchicago_twitter-search.json,twitter.com/uchicago
uchicago_twitter-search.json,twitter.com/viewchicago
uchicago_twitter-search.json,twitter.com/uchicagomed
uchicago_twitter-search.json,twitter.com/uchicagocollege
uchicago_twitter-search.json,twitter.com/uchicagohum
uchicago_twitter-search.json,twitter.com/uchicagolaw
uchicago_twitter-search.json,twitter.com/uchicagofb
uchicago_twitter-search.json,twitter.com/uchicagonews
uci_twitter-search.json,twitter.com/ucirvine
uci_twitter-search.json,twitter.com/uciadmissions
uci_twitter-search.json,twitter.com/ucirvinehealth
uci_twitter-search.json,twitter.com/uciathletics
uci_twitter-search.json,twitter.com/ucirvinesurgery
uci_twitter-search.json,twitter.com/ucimsoc
uci_twitter-search.json,twitter.com/ucilaw
uci_twitter-search.json,twitter.com/ucirvinesom
uci_twitter-search.json,twitter.com/ucimbb
ucla_twitter-search.json,twitter.com/ucla
ucla_twitter-search.json,twitter.com/uclanewsroom
